outcome,treatment,cohort,has_cancer,prob_mort_start,prob_mort_end,ATE,i_ci,s_ci,pvalue,n,SL_libraries,Q_weights,g_weights,RR
odd_hour,mv_elig,group_metastasized_vs_nocancer,1,0.06,0.11,0.010173451,-0.041116877,0.06146378,0.697448839,485,SL.glm SL.mean,0.264554237565975 0.735445762434025,0.553737853329604 0.446262146670396,1.135984416
odd_hour,mv_elig,group_metastasized_vs_nocancer,1,0.11,0.21,-0.005627304,-0.054805214,0.043550606,0.822541105,495,SL.glm SL.mean,0.377111970285985 0.622888029714015,0.782731261739117 0.217268738260883,0.945954356
odd_hour,mv_elig,group_metastasized_vs_nocancer,1,0.21,1,-0.028842863,-0.08328863,0.025602904,0.299122108,556,SL.glm SL.mean,0.526647831628154 0.473352168371846,0.346380165377998 0.653619834622002,0.831110816
odd_hour,mv_elig,group_metastasized_vs_nocancer,1,0,1,-0.010168325,-0.032892655,0.012556005,0.380470384,1920,SL.glm SL.mean,0.817220562331322 0.182779437668678,0.91882919601792 0.0811708039820805,0.910269386
odd_hour,rrt_elig,group_metastasized_vs_nocancer,1,0,0.06,-0.090073302,-0.119810784,-0.060335819,2.91E-09,384,SL.glm SL.mean,0.457396682893054 0.542603317106946,0.0732677721574232 0.926732227842577,1.69E-08
odd_hour,rrt_elig,group_metastasized_vs_nocancer,1,0.06,0.11,-0.045498278,-0.116419462,0.025422905,0.208607149,485,SL.glm SL.mean,0.379595687881202 0.620404312118798,0 1,0.441691091
odd_hour,rrt_elig,group_metastasized_vs_nocancer,1,0.11,0.21,0.081987971,0.011927929,0.152048013,0.021807979,495,SL.glm SL.mean,0.310664696861476 0.689335303138524,0 1,1.837839821
odd_hour,rrt_elig,group_metastasized_vs_nocancer,1,0.21,1,-0.064656197,-0.134868616,0.005556223,0.071090892,556,SL.glm SL.mean,0.6459499070193 0.354050092980699,0.337497807837412 0.662502192162588,0.581804847
odd_hour,rrt_elig,group_metastasized_vs_nocancer,1,0,1,0.001942002,-0.048953931,0.052837935,0.940384664,1920,SL.glm SL.mean,0.809756643456209 0.190243356543791,0.211833981195967 0.788166018804033,1.018096418
odd_hour,vp_elig,group_metastasized_vs_nocancer,1,0,0.06,-0.018728875,-0.073608222,0.036150472,0.503561606,384,SL.glm SL.mean,0.491141596822072 0.508858403177928,0.197890885998635 0.802109114001365,0.791673394
odd_hour,vp_elig,group_metastasized_vs_nocancer,1,0.06,0.11,-0.006313895,-0.051911973,0.039284184,0.786084832,485,SL.glm SL.mean,0.358798507030765 0.641201492969235,0.58770098921559 0.41229901078441,0.921972005
odd_hour,vp_elig,group_metastasized_vs_nocancer,1,0.11,0.21,-0.025224126,-0.073639311,0.023191059,0.307182198,495,SL.glm SL.mean,0.418095678521549 0.581904321478451,0.198076281468941 0.801923718531059,0.76544475
odd_hour,vp_elig,group_metastasized_vs_nocancer,1,0.21,1,0.012754427,-0.037263589,0.062772443,0.617220532,556,SL.glm SL.mean,0.587046977175859 0.412953022824141,0 1,1.087464474
odd_hour,vp_elig,group_metastasized_vs_nocancer,1,0,1,-0.009803621,-0.031753809,0.012146567,0.381358701,1920,SL.glm SL.mean,0.781121806580311 0.218878193419689,0.583714104697368 0.416285895302632,0.911416374
